-0.058766317	0.05538676	-0.0073921974	0.006095453	0.072356455	0.014373926	-0.26351985	-0.116351746	0.019166684	0.058347918	-0.06971373	-0.014731111	0.032207947	-0.011811541	-0.03789695	0.11397429
-0.03478439	0.027479969	-0.04936984	0.06474991	0.099745125	-0.01741991	-0.22968799	-0.043081153	0.041019324	0.09709898	-0.09694999	-0.009874783	0.06614372	-0.1035133	-0.068371505	0.12859075
-0.058988474	0.07745343	-0.17578055	0.044713367	0.067713164	-0.0065922984	-0.13410144	-0.0059164786	0.037096374	0.13269816	-0.08514535	-0.022000879	-0.048011027	-0.10632338	-0.05634707	0.10929188
-0.011868217	0.044081923	-0.0698051	0.037650622	0.0030775478	-0.016384495	-0.15736647	-0.045400966	-0.032167632	0.08211286	-0.099116124	0.05945771	0.022409737	-0.0028965762	-0.028416188	0.050447535
-0.041670483	0.0629618	-0.07693176	-0.012312265	0.025397638	-0.059506845	-0.069030404	-0.036630247	-0.003726698	0.04905807	-0.112327166	0.00051624625	0.062270295	-0.083330736	-0.09400628	0.06149308
-0.008010828	0.04852946	-0.023876116	0.025471324	0.037409876	-0.0015984515	-0.23809226	-0.09960981	0.020941881	0.12838444	-0.11305145	-0.048943564	-0.021742184	-0.024520265	-0.11554162	0.06839769
-0.06440985	0.10149402	-0.075228795	0.02431139	-0.0038516507	-0.023722628	-0.25801134	-0.08962234	0.037387446	0.11613643	-0.07454062	0.054856278	0.028776675	-0.101797886	-0.06593362	0.1464486
0.023613155	0.019409437	-0.008242051	0.07339613	0.023171764	-0.09419917	-0.1767873	-0.0805506	0.011393773	0.05311143	-0.047403786	-0.011870759	0.014268007	-0.0030428097	-0.06611029	-0.007972677
-0.011441948	0.008034755	-0.044528194	-0.009080437	0.060156446	-0.0034303474	-0.1834752	-0.097595975	0.011831019	0.092161074	-0.061946653	0.03165349	-0.03825991	-0.09355752	-0.14145577	0.11140701
-0.009871055	0.02675689	-0.060508884	0.14437614	0.02466478	-0.0528194	-0.15384725	-0.011938223	0.040740293	0.12009351	-0.04789236	0.040210057	0.018052323	-0.15112725	-0.06500624	0.05696104
